provincia,descripción,precio,caracteristicas
Burgos,"Piso en avenida General Gutierrez, 1, Allendeduero - Barrio de la Estación, Aranda de Duero","165,000 €",4 hab. 149 m² Planta 3ª exterior con ascensor
Burgos,"Piso en calle Carrequemada, 29, El Ferial, Aranda de Duero","185,000 €",3 hab. 101 m² Planta 1ª exterior con ascensor
Burgos,Piso en Villarcayo de Merindad de Castilla la Vieja,"54,000 €",2 hab. 72 m² Planta 3ª exterior sin ascensor
Burgos,"Piso en calle Molino Salinas, Bda. Militar 2 de Mayo - Capiscol, Burgos","89,900 €",3 hab. 75 m² exterior con ascensor
Burgos,Chalet en Rubena,"105,000 €",2 hab. 156 m²
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","125,000 €",3 hab. 90 m² Planta 1ª interior con ascensor
Burgos,"Piso en avenida Reyes Católicos, Reyes Católicos, Burgos","165,000 €",3 hab. 84 m² exterior con ascensor
Burgos,"Chalet pareado en avenida Palencia, 25, Universidad - Las Huelgas, Burgos","649,000 €",5 hab. 317 m²
Burgos,"Piso en plaza Lago Sanabria, Allendeduero - Barrio de la Estación, Aranda de Duero","145,000 €",3 hab. 97 m² Planta 5ª exterior con ascensor
Burgos,"Chalet pareado en Universidad - Las Huelgas, Burgos","549,000 €",5 hab. 370 m²
Burgos,"Piso en calle Carnicerías, Casco Antiguo, Burgos","196,000 €",2 hab. 75 m² exterior con ascensor
Burgos,"Piso en avenida República Argentina, Centro, Miranda de Ebro","225,000 €",3 hab. 92 m² exterior con ascensor
Burgos,"Piso en Plantío - Alcampo, Burgos","123,000 €",3 hab. 86 m² Planta 2ª exterior con ascensor
Burgos,"Piso en Casco Antiguo, Burgos","120,000 €",3 hab. 91 m² Planta 4ª exterior sin ascensor
Burgos,"Piso en calle de la Igualdad, Gamonal - San Bruno - G9, Burgos","119,900 €",3 hab. 70 m² exterior con ascensor
Burgos,"Casa o chalet independiente en Vía, Castrillo del Val","344,000 €",4 hab. 300 m²
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","92,000 €",3 hab. 76 m² Planta 10ª exterior con ascensor
Burgos,"Piso en San Julián-Bº de Cortes, Burgos","110,000 €",2 hab. 78 m² interior con ascensor
Burgos,"Piso en avenida Cantabria, Illera, Burgos","185,000 €",3 hab. 124 m² exterior con ascensor
Burgos,"Piso en avenida de los Derechos Humanos, Gamonal - San Bruno - G9, Burgos","115,000 €",3 hab. 88 m² exterior con ascensor
Burgos,"Chalet adosado en calle Sancho Ortiz de Matienzo, s/n, Villasana de Mena","190,000 €",5 hab. 435 m²
Burgos,Casa de pueblo en Merindad de Cuesta-Urria,"435,000 €",5 hab. 457 m²
Burgos,Chalet adosado en Ibeas de Juarros,"145,000 €",3 hab. 153 m²
Burgos,"Piso en Centro, Miranda de Ebro","140,000 €",3 hab. 100 m² Planta 2ª exterior con ascensor
Burgos,"Piso en Gamonal - San Bruno - G9, Burgos","93,500 €",3 hab. 80 m² Planta 6ª exterior con ascensor
Burgos,"Piso en calle de Sevilla, Bda. Inmaculada - Zurbarán, Burgos","88,000 €",3 hab. 77 m² exterior con ascensor
Burgos,"Piso en calle Alejandro Yagüe, Gamonal - San Bruno - G9, Burgos","88,000 €",3 hab. 63 m² exterior con ascensor
Burgos,"Piso en avenida Reyes Católicos, Reyes Católicos, Burgos","158,000 €",3 hab. 78 m² Planta 10ª exterior con ascensor
Burgos,"Piso en plaza 2 de mayo, Plantío - Alcampo, Burgos","180,000 €",3 hab. 117 m² Planta 5ª exterior con ascensor
Burgos,"Casa o chalet independiente en calle Beato Antonio Arribas, Cardeñadijo","210,000 €",3 hab. 264 m²
Burgos,Chalet adosado en Arcos,"155,000 €",3 hab. 170 m²
León,"Piso en Caridad, San Mamés- La Palomera, León","280,000 €",4 hab. 120 m² Planta 5ª exterior con ascensor
León,"Piso en calle Santa Ana, 71, El Ejido- Sta. Ana, León","240,000 €",2 hab. 83 m² Planta 5ª exterior con ascensor
León,"Piso en Centro Ciudad, León","169,000 €",3 hab. 108 m² Bajo exterior sin ascensor
León,"Piso en avenida de Asturias, San Esteban, León","115,000 €",3 hab. 97 m² Planta 3ª exterior con ascensor
León,"Chalet en Crucero- Pinilla, León","500,000 €",3 hab. 381 m²
León,"Dúplex en Crucero- Pinilla, León","395,000 €",5 hab. 268 m² Planta 3ª con ascensor
León,"Chalet en Las Eras de Renueva, León","550,000 €",4 hab. 329 m²
León,"Piso en San Mamés- La Palomera, León","123,000 €",3 hab. 108 m² Planta 3ª exterior con ascensor
León,"Piso en Las Ventas, León","95,500 €",2 hab. 79 m² Planta 3ª exterior con ascensor
León,"Piso en Av. Quevedo, Centro Ciudad, León","395,000 €",5 hab. 274 m² Planta 3ª exterior con ascensor
León,"Piso en avenida Ordoño II, 39, Centro Ciudad, León","335,000 €",4 hab. 174 m² Planta 5ª exterior con ascensor
León,"Piso en Alfageme, Trobajo del Camino, San Andrés del Rabanedo","153,000 €",3 hab. 140 m² Planta 1ª exterior con ascensor
León,"Casa o chalet independiente en carretera de Onamio, 19, Molinaseca","54,000 €",4 hab. 80 m²
León,"Piso en calle de San Guillermo, El Ejido- Sta. Ana, León","85,000 €",3 hab. 78 m² Planta 1ª exterior con ascensor
León,"Piso en avenida del Párroco Pablo Díez, 60, Trobajo del Camino, San Andrés del Rabanedo","89,900 €",3 hab. 66 m² Planta 5ª exterior con ascensor
León,"Casa o chalet independiente en calle Eras, 19, Congosto","115,000 €",6 hab. 220 m²
León,"Piso en calle Colón, Centro Ciudad, León","169,000 €",4 hab. 163 m² Planta 1ª exterior con ascensor
León,"Piso en plaza Mayor, Casco Antiguo, León","99,000 €",2 hab. 53 m² Planta 4ª exterior sin ascensor
León,"Piso en ronda Norte, 26, Centro, Ponferrada","139,500 €",3 hab. 101 m² Planta 4ª exterior con ascensor
León,"Chalet adosado en calle Del Castro, 14, Congosto","114,997 €",3 hab. 194 m²
León,"Casa o chalet independiente en Vista Alegre, 125, Flores de Sil, Ponferrada","180,000 €",4 hab. 269 m²
León,"Piso en calle Obispo Osmundo, Zona Alta, Ponferrada","99,900 €",4 hab. 122 m² Planta 3ª exterior con ascensor
León,"Piso en San Mamés- La Palomera, León","153,000 €",3 hab. 75 m² Planta 3ª exterior con ascensor
León,"Chalet adosado en avenida de la constitucion, 13, Toreno","125,000 €",4 hab. 224 m²
León,"Piso en calle Eladia Baylina, 2, Centro, Ponferrada","116,990 €",3 hab. 157 m² Planta 2ª exterior con ascensor
León,"Piso en Adriano Curiel, Centro, Ponferrada","145,000 €",3 hab. 105 m² Planta 8ª exterior con ascensor
León,"Piso en avenida Ángel Pestaña, 11, Zona Alta, Ponferrada","76,000 €",4 hab. 118 m² Planta 2ª exterior con ascensor
León,"Piso en calle de Ramiro II, 1, Centro Ciudad, León","338,850 €",4 hab. 150 m² Planta 2ª exterior con ascensor
León,"Ático en calle Juan Madrazo, 7, Centro Ciudad, León","340,000 €",4 hab. 160 m² Planta 4ª exterior con ascensor
León,"Piso en calle Luciana Fernández, 12, Centro, Ponferrada","166,000 €",3 hab. 173 m² Planta 6ª exterior con ascensor
León,"Ático en calle Juan Madrazo, 7, Centro Ciudad, León","340,000 €",4 hab. 160 m² Planta 4ª exterior con ascensor
León,Chalet adosado en Villaquilambre,"349,900 €",7 hab. 320 m²
León,"Piso en San Esteban, León","119,900 €",2 hab. 104 m² Planta 4ª exterior con ascensor
León,"Piso en calle Cinco de Octubre, Las Eras de Renueva, León","369,000 €",3 hab. 110 m² Planta 1ª exterior con ascensor
León,"Casa rural en calle Dama de Arintero, 84, La Vecilla","299,000 €",10 hab. 270 m²
León,Chalet en La Robla,"99,900 €",5 hab. 400 m²
León,"Piso en calle Medul, San Mamés- La Palomera, León","160,000 €",2 hab. 83 m² Planta 6ª exterior con ascensor
León,"Piso en cisne, 9, Crucero- Pinilla, León","120,000 €",3 hab. 130 m² Planta 1ª exterior con ascensor
León,"Piso en calle Cinco de Octubre, Las Eras de Renueva, León","369,000 €",3 hab. 125 m² Planta 1ª exterior con ascensor
León,"Casa de pueblo en las encinas, 13, Cacabelos","145,000 €",3 hab. 262 m²
León,"Piso en via Nueva, 6, Centro, Ponferrada","129,000 €",3 hab. 112 m² Planta 1ª exterior con ascensor
León,"Piso en avenida reyes catolicos, 46, Centro, Ponferrada","135,000 €",3 hab. 96 m² Planta 1ª exterior con ascensor
León,"Casa o chalet independiente en carretera de Fabero, 166, Cabañas Raras","182,000 €",3 hab. 253 m²
León,"Chalet adosado en calle Selmo, Valverde de la Virgen","165,000 €",4 hab. 175 m²
León,"Piso en calle Ortega y Gasset, Centro, Ponferrada","77,000 €",4 hab. 145 m² Planta 6ª exterior con ascensor
León,"Chalet pareado en avenida el Canal, Compostilla-Columbrianos, Ponferrada","199,900 €",6 hab. 279 m²
León,"Chalet adosado en calle Escipión, San Andrés del Rabanedo","235,000 €",3 hab. 246 m²
León,"Chalet adosado en C. Rey Sancho, s/n, Villaquilambre","152,500 €",3 hab. 192 m²
León,"Piso en plaza la Inmaculada, Centro Ciudad, León","373,500 €",4 hab. 239 m² Planta 3ª exterior con ascensor
León,"Piso en avenida República Argentina, Centro Ciudad, León","349,500 €",5 hab. 205 m² Planta 4ª exterior con ascensor
León,"Piso en paseo el Parque, La Chantría- La Lastra, León","225,000 €",3 hab. 121 m² Planta 3ª exterior con ascensor
León,"Casa o chalet independiente en Buganvilla, Campo-Los Barrios-Compludo, Ponferrada","330,000 €",4 hab. 410 m²
León,"Piso en calle Caridad, San Mamés- La Palomera, León","280,000 €",4 hab. 120 m² Planta 5ª exterior con ascensor
León,"Casa o chalet independiente en calle Centauro, San Andrés del Rabanedo","210,000 €",4 hab. 229 m²
León,"Chalet pareado en calle Rey Fernando I, Villaquilambre","279,000 €",4 hab. 241 m²
León,"Piso en avenida Padre Isla, s/n, San Esteban, León","203,519 €",3 hab. 200 m² Planta 2ª exterior con ascensor
León,"Piso en calle la Luna, Trobajo del Camino, San Andrés del Rabanedo","94,500 €",3 hab. 113 m² Planta 1ª exterior con ascensor
León,"Piso en calle Lago de la Baña, 23, Centro, Ponferrada","65,000 €",3 hab. 92 m² Planta 3ª exterior con ascensor
León,"Chalet adosado en calle Cimadevilla, 91, Cacabelos","65,000 €",4 hab. 232 m²
León,"Piso en avenida del Párroco Pablo Díez, 60, Trobajo del Camino, San Andrés del Rabanedo","69,900 €",3 hab. 66 m² Planta 5ª exterior con ascensor
León,"Casa o chalet independiente en Urbanizacion el Montico, 72, Sariegos","395,000 €",4 hab. 423 m²
León,"Piso en calle Víctor de los Ríos, El Ejido- Sta. Ana, León","106,000 €",3 hab. 100 m² Planta 4ª exterior con ascensor
León,"Chalet adosado en avenida Galicia, 178, Cuatrovientos, Ponferrada","189,000 €",3 hab. 263 m²
León,"Chalet en calle San Julián, Valencia de Don Juan","50,000 €",4 hab. 120 m²
León,"Piso en camino de Santiago, Centro, Ponferrada","199,000 €",3 hab. 127 m² Planta 4ª exterior con ascensor
León,"Piso en calle Santa Ana, El Ejido- Sta. Ana, León","133,100 €",4 hab. 152 m² Planta 6ª exterior con ascensor
León,"Piso en calle Maestros Cantores, La Chantría- La Lastra, León","140,000 €",4 hab. 120 m² Planta 1ª exterior con ascensor
León,Chalet adosado en Valdefresno,"185,000 €",3 hab. 250 m²
León,Chalet adosado en Sariegos,"189,000 €",4 hab. 191 m²
León,"Piso en calle Nalón, Villaquilambre","145,000 €",3 hab. 105 m² exterior con ascensor
León,"Chalet pareado en calle La Vallina, Sariegos","425,000 €",4 hab. 478 m²
León,"Chalet adosado en calle Tizona, Trobajo del Camino, San Andrés del Rabanedo","179,000 €",4 hab. 160 m²
León,Chalet pareado en Valverde de la Virgen,"110,000 €",3 hab. 222 m²
León,"Chalet adosado en calle Estocolmo, La Chantría- La Lastra, León","315,000 €",4 hab. 341 m²
León,"Dúplex en Zona Alta, Ponferrada","59,000 €",2 hab. 80 m² Planta 1ª exterior con ascensor
León,"Casa o chalet independiente en puente Romano, Vega de Espinareda","75,000 €",7 hab. 264 m²
León,"Piso en avenida de La Lastra, 22, La Chantría- La Lastra, León","131,000 €",3 hab. 122 m² Planta 5ª exterior con ascensor
León,"Piso en calle Federico Echevarría, San Esteban, León","129,000 €",3 hab. 130 m² Planta 3ª interior con ascensor
León,"Piso en Laura de los Ríos, Las Eras de Renueva, León","130,000 €",3 hab. 161 m² Planta 2ª exterior con ascensor
León,"Chalet en camino Montejos, San Miguel del Camino","188,000 €",3 hab. 248 m²
León,"Piso en avenida Padre Isla, Centro Ciudad, León","203,519 €",3 hab. 199 m² Planta 2ª exterior con ascensor
León,Chalet adosado en Villasabariego,"130,000 €",3 hab. 176 m²
León,"Casa o chalet independiente en travesía Gómez Núñez, 16, Cubillos del Sil","86,000 €",2 hab. 180 m²
León,"Piso en Centro, Ponferrada","89,900 €",4 hab. 120 m² Planta 3ª exterior con ascensor
León,"Piso en calle Lago de Carucedo, 18, Centro, Ponferrada","68,500 €",3 hab. 93 m² Planta 3ª exterior con ascensor
León,"Piso en avenida José Valgoma Suárez, 40, Flores de Sil, Ponferrada","19,000 €",3 hab. 56 m² Planta 2ª exterior sin ascensor
León,"Chalet pareado en Blas Sierra, 30, Matallana","68,500 €",4 hab. 132 m²
León,Chalet en Sariegos,"328,000 €",4 hab. 300 m²
León,"Dúplex en San Esteban, León","365,000 €",4 hab. 196 m² Planta 4ª con ascensor
León,"Piso en calle Blanca Balboa, 14, Bembibre","47,000 €",3 hab. 95 m² Planta 3ª exterior con ascensor
León,"Piso en calle las Huertas, 1, La Vecilla","37,000 €",3 hab. 85 m² Planta 2ª exterior sin ascensor
León,"Chalet en calle Polideportivo, 10, Chozas de Abajo","450,000 €",6 hab. 555 m²
León,"Dúplex en calle el Caño, 5, Villaquilambre","99,995 €",3 hab. 127 m² Planta 2ª exterior con ascensor
León,"Casa o chalet independiente en calle el Viso, Vega de Espinareda","1,100,000 €",4 hab. 776 m²
León,"Piso en calle Alfonso de la Cerda, San Mamés- La Palomera, León","229,990 €",4 hab. 166 m² Planta 1ª exterior con ascensor
León,"Piso en Gran Vía de San Marcos, Centro Ciudad, León","265,000 €",3 hab. 152 m² Planta 4ª exterior con ascensor
León,"Casa o chalet independiente en San Jose, Hospital de Orbigo","130,900 €",3 hab. 170 m²
León,"Piso en avenida de Portugal, La Vega-Oteruelo, León","38,223 €",3 hab. 113 m² Planta 3ª exterior sin ascensor
León,"Piso en avenida del Párroco Pablo Díez, Trobajo del Camino, San Andrés del Rabanedo","110,000 €",3 hab. 107 m² Planta 4ª exterior con ascensor
León,"Piso en calle Pérez Galdós, Crucero- Pinilla, León","49,995 €",2 hab. 70 m² Planta 5ª exterior con ascensor
León,"Piso en avenida del Padre Isla, Las Eras de Renueva, León","80,000 €",2 hab. 81 m² Planta 2ª exterior sin ascensor
León,"Piso en calle Maestro Nicolás, La Chantría- La Lastra, León","120,000 €",4 hab. 135 m² Planta 5ª exterior con ascensor
León,"Piso en calle Ildefonso Fierro Ordóñez, La Chantría- La Lastra, León","135,000 €",2 hab. 87 m² Planta 4ª exterior con ascensor
León,"Piso en avenida del Padre Isla, San Esteban, León","179,000 €",4 hab. 149 m² Planta 1ª exterior con ascensor
León,"Chalet en calle El Río (Peneledo), Corullon","82,000 €",5 hab. 360 m²
León,"Casa o chalet independiente en Urbanizacion La Atalaya, 11, Trobajo del Camino, San Andrés del Rabanedo","450,000 €",6 hab. 665 m²
León,"Piso en calle de Demetrio Monteserín, La Vega-Oteruelo, León","50,000 €",1 hab. 67 m² Entreplanta exterior con ascensor
León,"Dúplex en calle Maestro Nicolás, La Chantría- La Lastra, León","217,500 €",6 hab. 320 m² Planta 6ª exterior con ascensor
León,"Chalet en Valdealcon, Gradefes","242,000 €",6 hab. 400 m²
León,"Chalet en Vía, Campo-Los Barrios-Compludo, Ponferrada","39,995 €",4 hab. 140 m²
León,"Piso en calle de Agustín Alfageme, La Vega-Oteruelo, León","69,900 €",2 hab. 76 m² Planta 1ª exterior con ascensor
León,"Piso en avenida Facultad de Veterinaria, La Chantría- La Lastra, León","210,000 €",6 hab. 144 m² Planta 2ª exterior con ascensor
León,"Piso en calle Arquitecto Torbado, Centro Ciudad, León","210,000 €",3 hab. 115 m² Planta 6ª exterior con ascensor
León,"Chalet en calle Rey Fernando I, Villaquilambre","295,000 €",4 hab. 251 m²
León,"Chalet en calle Carretera, Turcia","34,000 €",3 hab. 82 m²
León,"Piso en calle El Oro, Flores de Sil, Ponferrada","37,500 €",3 hab. 101 m² Planta 5ª exterior sin ascensor
León,"Chalet en calle Real, Valdefresno","188,000 €",2 hab. 200 m²
León,"Piso en calle San Agustín, Centro Ciudad, León","325,000 €",4 hab. 172 m² Planta 6ª exterior con ascensor
León,"Piso en avenida República Argentina, Centro Ciudad, León","159,900 €",5 hab. 143 m² Planta 2ª exterior con ascensor
León,"Ático en calle Luis Salvador Carmona, Las Eras de Renueva, León","429,995 €",6 hab. 242 m² Planta 4ª exterior con ascensor
León,"Ático en calle Presa Cerrajera, La Vega-Oteruelo, León","127,500 €",3 hab. 107 m² Planta 3ª exterior con ascensor
León,"Piso en calle Dama de Arintero, San Esteban, León","134,995 €",3 hab. 87 m² Planta 2ª exterior con ascensor
León,"Piso en avenida República Argentina, Centro Ciudad, León","159,900 €",5 hab. 143 m² Planta 2ª exterior con ascensor
León,"Chalet en calle Carretera, Turcia","34,000 €",3 hab. 82 m²
León,"Piso en avenida de Portugal, Flores de Sil, Ponferrada","135,000 €",3 hab. 82 m² Planta 3ª exterior con ascensor
León,"Dúplex en calle Marqués de Fontiyuelo, San Mamés- La Palomera, León","220,000 €",4 hab. 156 m² Planta 5ª exterior con ascensor
León,"Piso en avenida Facultad de Veterinaria, La Chantría- La Lastra, León","210,000 €",6 hab. 144 m² Planta 2ª exterior con ascensor
León,"Chalet en calle de Fáfilas, Valencia de Don Juan","159,995 €",6 hab. 255 m²
León,"Chalet en Valdealcon, Gradefes","242,000 €",6 hab. 400 m²
León,"Piso en calle de Agustín Alfageme, La Vega-Oteruelo, León","69,900 €",2 hab. 76 m² Planta 1ª exterior con ascensor
León,"Piso en calle Juan Ferreras, Cistierna","43,000 €",2 hab. 60 m² Planta 1ª exterior con ascensor
León,"Chalet en calle Real, Valdefresno","188,000 €",2 hab. 200 m²
León,"Piso en calle José Muñiz Rodríguez, Carrocera","64,500 €",2 hab. 63 m² Planta 2ª exterior sin ascensor
León,"Chalet en calle Escipión, San Andrés del Rabanedo","234,995 €",4 hab. 250 m²
León,"Piso en calle San Agustín, Centro Ciudad, León","325,000 €",4 hab. 172 m² Planta 6ª exterior con ascensor
León,"Piso en calle Peña Trevinca, La Asunción - La Inmaculada, León","149,900 €",3 hab. 99 m² Bajo exterior sin ascensor
León,"Chalet en calle Rey Fernando I, Villaquilambre","295,000 €",4 hab. 251 m²
León,"Piso en calle Cipriano de la Huerga, La Chantría- La Lastra, León","127,495 €",4 hab. 106 m² Planta 5ª interior con ascensor
León,"Piso en calle Comandante Zorita, Flores de Sil, Ponferrada","62,000 €",3 hab. 75 m² Planta 1ª exterior sin ascensor
